iter	RMSE
157	0.579401477
158	0.578780533
159	0.578228759
160	0.5778291228
161	0.577204379
162	0.576894614
163	0.576307512
164	0.5758290537
165	0.5755683231
166	0.5748242422
167	0.5746437209
168	0.5743724187
169	0.5737930404
170	0.5734295107
171	0.572964782
172	0.5725205141
173	0.5724092401
174	0.5722708021
175	0.5716079517
176	0.5715224849
177	0.5711709083
178	0.5708479864
179	0.5703872196
180	0.5698595168
181	0.5693981694
182	0.568941657
183	0.5687719976
184	0.5686585839
185	0.5683536152
186	0.5677413627
187	0.5674665993
188	0.5673211579
189	0.5672421804
190	0.5668274603
191	0.5660990881
192	0.5659496773
193	0.5651516345
194	0.5646371402
195	0.5640555027
196	0.5634775489
197	0.5634132457
198	0.5631750789
199	0.5630979751
200	0.562334637
201	0.5622137813
202	0.5618730862
203	0.5615195351
204	0.5613987005
205	0.5610753252
206	0.5607441999
207	0.5602761788
208	0.560184259
209	0.5593717013
210	0.559263036
211	0.5587023585
212	0.5581089817
213	0.5579905205
214	0.5579004653
215	0.5572914122
216	0.5565337569
217	0.5563993648
218	0.5555997681
219	0.5550844429
220	0.5544131553
221	0.5542815454
222	0.554149458
223	0.5540427275
224	0.5539875744
225	0.5538965068
226	0.5529701132
227	0.552447423
228	0.5519994013
229	0.5517097909
230	0.5510967015
231	0.5503559838
232	0.5498977025
233	0.5492790231
234	0.5484949577
235	0.5480124719
236	0.5472823504
237	0.5463122815
238	0.5456824828
239	0.5449853705
240	0.5443888493
241	0.5439518579
242	0.543372364
243	0.5431227576
244	0.5425200824
245	0.5419931244
246	0.5414501541
247	0.5413382446
248	0.5407953086
249	0.5406442408
250	0.5405571831
251	0.5399394857
252	0.5392320839
253	0.5388227308
254	0.5386025479
255	0.5380135159
256	0.5370587477
257	0.5369847541
258	0.5361687358
259	0.5360599043
260	0.5353726816
261	0.535266238
262	0.5352189983
263	0.5348208774
264	0.5344704448
265	0.5337960362
266	0.5334086295
267	0.5333303849
268	0.5330935947
269	0.5330108503
270	0.5325572113
271	0.5324918525
272	0.5317945496
273	0.531248758
274	0.5309258015
275	0.5308278769
276	0.5304037434
277	0.5299232784
278	0.5294752493
279	0.5290053965
280	0.5282401124
281	0.5274200399
282	0.5269699109
283	0.5262910166
284	0.5255096425
285	0.5251876714
286	0.5247761853
287	0.5247105178
288	0.5244549801
289	0.5238782871
290	0.5233430805
291	0.522575658
292	0.5222454313
293	0.5219336055
294	0.5213874286
295	0.5210105436
296	0.5202838499
297	0.519668117
298	0.5191098172
299	0.5186870784
300	0.5183072501
301	0.5180087487
302	0.5175901587
303	0.5169635276
304	0.5166551484
305	0.5162785326
306	0.5157315322
307	0.51551522
308	0.5149530208
309	0.5149064047
310	0.514382522
311	0.5137497324
312	0.5130479478
313	0.5127533756
314	0.5122499238
315	0.5117256567
316	0.5112674785
317	0.5112195328
318	0.5105499445
319	0.5100680905
320	0.5096928068
321	0.5093179073
322	0.5090365936
323	0.5084260261
324	0.5083798154
325	0.5078988844
326	0.507510797
327	0.5070341692
328	0.5065611564
329	0.5061317558
330	0.5054467291
331	0.5050097846
332	0.5047068413
333	0.504662942
334	0.5046097368
335	0.5040512608
336	0.5035931434
337	0.5031551229
338	0.5029374508
339	0.5023323212
340	0.5019376633
341	0.5013303619
342	0.500836763
343	0.5002940768
344	0.4999792473
345	0.4994291473
346	0.4990989589
347	0.4990532095
348	0.4985723035
349	0.4981787268
350	0.4977728282
351	0.4977292426
352	0.4974423405
353	0.4968717886
354	0.4965975201
355	0.4959686575
356	0.4959207721
357	0.4953834261
358	0.4953517763
359	0.4953176206
360	0.4952742371
361	0.4950629714
362	0.4945786315
363	0.4943160377
364	0.4940439395
365	0.4936011511
366	0.4931307063
367	0.4926859356
368	0.4923041276
369	0.4917337965
370	0.4913640037
371	0.4907095144
372	0.4897019383
373	0.4894108509
374	0.4893595955
375	0.4888670536
376	0.4883793794
377	0.4883482138
378	0.4879313472
379	0.4875494026
380	0.4872210693
381	0.4865449289
382	0.486494304
383	0.4860464073
384	0.4856691249
385	0.4853467897
386	0.4848889303
387	0.4843303626
388	0.4840324315
389	0.4839224599
390	0.4836708443
391	0.4832521657
392	0.4827758143
393	0.4823065178
394	0.4820728314
395	0.481689056
396	0.4813809775
397	0.4807338582
398	0.4802466448
399	0.4801675789
400	0.4796856949
401	0.4792431907
402	0.4787690328
403	0.4784870081
404	0.4779679965
405	0.4773720706
406	0.4768881561
407	0.476431189
408	0.4757435384
409	0.475375958
410	0.4747528795
411	0.4742072453
412	0.4738663306
413	0.4736596032
414	0.4735929591
415	0.4731784244
416	0.4726139343
417	0.4721469235
418	0.4721258183
419	0.4718305805
420	0.4715328645
421	0.4710992298
422	0.4709849688
423	0.4705626136
424	0.470223316
425	0.4699300522
426	0.4696438702
427	0.4692677615
428	0.4687911655
429	0.4686109322
430	0.4681215252
431	0.4677338992
432	0.4674927341
433	0.4671596558
434	0.4669204826
435	0.4665562836
436	0.4665262284
437	0.4661551395
438	0.4655860581
439	0.4651546223
440	0.4647778725
441	0.4642788178
442	0.4640210356
443	0.4636464233
444	0.4633820338
445	0.4627027284
446	0.4621553196
447	0.4616790008
448	0.4616516776
449	0.4613609135
450	0.4607573832
451	0.4604299682
452	0.4601238493
453	0.4596479084
454	0.4594642608
455	0.4590841287
456	0.4587576483
457	0.4587353574
458	0.4586924492
459	0.4583490584
460	0.4580492842
461	0.4574185401
462	0.456836055
463	0.4566252712
464	0.4561175183
465	0.4558216867
466	0.4553119383
467	0.4546534933
468	0.4541973251
469	0.4541697479
470	0.4537543507
471	0.4534299307
472	0.4533146145
473	0.4528859893
474	0.4525365921
475	0.4522537986
476	0.451991861
477	0.451569981
478	0.4511827766
479	0.4508373246
480	0.4505825921
481	0.4502346137
482	0.449915561
483	0.4495662578
484	0.4493384309
485	0.4488262042
486	0.4482900204
487	0.4480822095
488	0.4477228276
489	0.4471890865
490	0.4468100315
491	0.4465441174
492	0.446091513
493	0.4456431607
494	0.4456156366
495	0.4452113246
496	0.444826193
497	0.4447009787
498	0.4442608168
499	0.4437507264
500	0.4434748519
501	0.4430862708
502	0.4426963972
503	0.4422472689
504	0.4419701817
505	0.441863321
506	0.4415288916
507	0.4415012454
508	0.4411641937
509	0.4406507049
510	0.4406246428
511	0.4401948916
512	0.4397620302
513	0.4394301452
514	0.4390416178
515	0.4387736406
516	0.4384158967
517	0.4380618396
518	0.4377056567
519	0.4373186717
520	0.4369574927
521	0.4367084938
522	0.4363630402
523	0.4360397741
524	0.4360068009
525	0.4358876297
526	0.4355799896
527	0.4352166079
528	0.4351100364
529	0.4346534718
530	0.4344214118
531	0.4342982363
532	0.4337661682
533	0.4333642393
534	0.4331330946
535	0.4327541342
536	0.4325143368
537	0.4324410343
538	0.4320225767
539	0.4316872922
540	0.4311981112
541	0.4308928078
542	0.4304045463
543	0.4302578096
544	0.429900301
545	0.4295402934
546	0.4291116829
547	0.4287657699
548	0.428448883
549	0.4281903335
550	0.4278275725
551	0.4275563065
552	0.4269796238
553	0.4265643577
554	0.4263440817
555	0.4259109794
556	0.4256783859
557	0.4253010253
558	0.4248354272
559	0.4244983726
560	0.4242426229
561	0.4239352621
562	0.4234958307
563	0.4230647886
564	0.4228907972
565	0.4224100574
566	0.4222166358
567	0.4219460571
568	0.4218454338
569	0.4215093839
570	0.4211181998
571	0.4208180253
572	0.4203214051
573	0.420172493
574	0.4198470945
575	0.4194296924
576	0.4191196468
577	0.4185698653
578	0.4182038043
579	0.4180639834
580	0.4177761788
581	0.4175179648
582	0.4172939385
583	0.4171717597
584	0.4168734518
585	0.416850117
586	0.4165913495
587	0.4163190858
588	0.4158404865
589	0.4155634664
590	0.4152495378
591	0.4151642593
592	0.4150480522
593	0.4147757781
594	0.4147486223
595	0.4144269903
596	0.4144085918
597	0.4143856455
598	0.4141092267
599	0.4139581126
600	0.4135700582
601	0.4134380462
602	0.4131144751
603	0.413038468
604	0.4127219365
605	0.4124560014
606	0.4122746704
607	0.4118641576
608	0.4115097095
609	0.4110624782
610	0.4105893342
611	0.4104224344
612	0.4101037026
613	0.4096920041
614	0.4095314625
615	0.408971819
616	0.4087780727
617	0.4083321549
618	0.4078999989
619	0.4074859538
620	0.4073030585
621	0.4071454251
622	0.406865124
623	0.4066623952
624	0.4066396588
625	0.4061544896
626	0.4058097623
627	0.4055351399
628	0.4053230045
629	0.4049872417
630	0.404719699
631	0.4046066897
632	0.4045894383
633	0.4041310088
634	0.4037097787
635	0.4034131098
636	0.4031712336
637	0.4030027083
638	0.4026518014
639	0.4024528988
640	0.4021657135
641	0.4017774257
642	0.4016734786
643	0.4013262652
644	0.4011142276
645	0.4007734624
646	0.4005495283
647	0.4004536266
648	0.4002697925
649	0.4001017802
650	0.3998141296
651	0.3996312448
652	0.3994537415
653	0.3991756463
654	0.3990941574
655	0.399001225
656	0.3987533522
657	0.3986290866
658	0.3984539903
659	0.3979905483
660	0.3977175288
661	0.3976645347
662	0.3971239463
663	0.3969814968
664	0.3967187176
665	0.3963522106
666	0.3963226183
667	0.3961738233
668	0.3957048539
669	0.3956950088
670	0.3954091862
671	0.3950910329
672	0.3949323658
673	0.3946339556
674	0.3942286209
675	0.3938909555
676	0.3938134145
677	0.3934916945
678	0.3930795514
679	0.3926718354
680	0.3924245435
681	0.3921343574
682	0.392011688
683	0.3918048793
684	0.3916312804
685	0.3914537638
686	0.3911513121
687	0.3907586323
688	0.3905349054
689	0.3901909121
690	0.3897661416
691	0.3895796988
692	0.3895319643
693	0.3891971985
694	0.3887449669
695	0.38856832
696	0.3882195357
697	0.3880863682
698	0.3880697542
699	0.3874210792
700	0.3869956989
701	0.386638218
702	0.3863455757
703	0.3862100542
704	0.3860720568
705	0.3859192948
706	0.3854953727
707	0.3850596689
708	0.3848095804
709	0.3844647145
710	0.3843605715
711	0.3840631772
712	0.383699669
713	0.383675213
714	0.3836620035
715	0.38340291
716	0.3833339619
717	0.3830231882
718	0.3828085267
719	0.3823391952
720	0.3820533767
721	0.3819020375
722	0.3816694688
723	0.3814719847
724	0.3811430195
725	0.380941731
726	0.3805869596
727	0.380347229
728	0.3801144558
729	0.3798953373
730	0.3797558969
731	0.379498732
732	0.3791066974
733	0.3790891952
734	0.3789483983
735	0.3787328938
736	0.3786568527
737	0.3786432069
738	0.3784521465
739	0.3781043139
740	0.3778467292
741	0.3774898058
742	0.3773793668
743	0.3772200187
744	0.3769648944
745	0.3766509435
746	0.3763988022
747	0.3760881246
748	0.3756583109
749	0.3754931661
750	0.3753407259
751	0.3750887658
752	0.3749016716
753	0.3748872486
754	0.3746711535
755	0.3743692246
756	0.3740046531
757	0.373843699
758	0.3738243201
759	0.3735971459
760	0.3733311708
761	0.3729903919
762	0.3728356251
763	0.3725790402
764	0.3722291057
765	0.3716816944
766	0.3714316699
767	0.3712934018
768	0.3710435071
769	0.3706557847
770	0.3702665054
771	0.3700419342
772	0.3698826081
773	0.3695388378
774	0.3692286221
775	0.3689665632
776	0.3689553788
777	0.3688174516
778	0.3685453521
779	0.3682785291
780	0.36790382
781	0.3677343145
782	0.3675781337
783	0.3674281795
784	0.3669527108
785	0.366864393
786	0.3664068761
787	0.366091861
788	0.3658613237
789	0.3657560411
790	0.3654814925
791	0.3653509582
792	0.3651537904
793	0.3649853273
794	0.3648176885
795	0.3647614207
796	0.3646919226
797	0.3645536878
798	0.3641574305
799	0.3635737426
800	0.3634247406
801	0.3630735474
802	0.3629048156
803	0.3627420694
804	0.3624874493
805	0.3624791919
806	0.3623805558
807	0.3621317937
808	0.3618704044
809	0.3616885782
810	0.3614425201
811	0.3612547156
812	0.3612129938
813	0.3609188273
814	0.3605685945
815	0.3602749579
816	0.3600304467
817	0.3599227511
818	0.3597612774
819	0.359505316
820	0.3591898297
821	0.3588539888
822	0.3585240753
823	0.3584494984
824	0.3581340704
825	0.3579379334
826	0.3577162904
827	0.3577071566
828	0.3574410605
829	0.3572955978
830	0.3570539647
831	0.3567879178
832	0.3565446375
833	0.3562926988
834	0.3561553036
835	0.3558654378
836	0.3558556758
837	0.3556702604
838	0.3553792531
839	0.3552351651
840	0.3550610112
841	0.3546737978
842	0.3543994338
843	0.3543711122
844	0.3541009468
845	0.353859549
846	0.3536977641
847	0.3534933385
848	0.3532676769
849	0.3529379575
850	0.3527910918
851	0.3526056559
852	0.3525942253
853	0.3524327391
854	0.3522677004
855	0.3520923825
856	0.3516342196
857	0.3511034275
858	0.3509828329
859	0.3508326513
860	0.3505159838
861	0.3504647881
862	0.3502467937
863	0.3499827527
864	0.3497209947
865	0.349503059
866	0.3492135905
867	0.349016144
868	0.3487156337
869	0.3482514333
870	0.3480099411
871	0.3476953871
872	0.3472711369
873	0.3467170756
874	0.3465304937
875	0.3461846237
876	0.3459430762
877	0.345927647
878	0.3456200403
879	0.3453885303
880	0.3452734681
881	0.3451554383
882	0.3448719374
883	0.3446475129
884	0.3444976416
885	0.3443639361
886	0.3441948714
887	0.3439559483
888	0.3437229547
889	0.3434242393
890	0.3432805904
891	0.3432687823
892	0.3431961518
893	0.3429575791
894	0.3427314441
895	0.3422037759
896	0.3416935778
897	0.341559106
898	0.3414632568
899	0.3412104541
900	0.3410358837
901	0.3406584771
902	0.3404214169
903	0.3402183703
904	0.3400077882
905	0.339674821
906	0.3395896663
907	0.3394047482
908	0.3389302738
909	0.3387303902
910	0.3384657625
911	0.3383297407
912	0.3380624536
913	0.3379772918
914	0.3378635007
915	0.3374691143
916	0.3373626997
917	0.3371685444
918	0.3369034246
919	0.3367002937
920	0.3365262067
921	0.3364937287
922	0.3363750828
923	0.3360154239
924	0.3358484789
925	0.3356567302
926	0.3355570415
927	0.3353957564
928	0.3353862371
929	0.3353787526
930	0.3350241334
931	0.3347837454
932	0.3347746543
933	0.3346622966
934	0.3342817707
935	0.3339413049
936	0.3337717073
937	0.3336281652
938	0.3333936822
939	0.3330654149
940	0.3328403135
941	0.3326126822
942	0.3324241819
943	0.332114342
944	0.3318274291
945	0.331556882
946	0.3313933394
947	0.33119824
948	0.3307691177
949	0.3305840179
950	0.3303924999
951	0.330203993
952	0.3300431531
953	0.3297959989
954	0.3296606192
955	0.3294482645
956	0.3293104679
957	0.3291018862
958	0.3289817936
959	0.3287658244
960	0.3285767883
961	0.328567661
962	0.3285239288
963	0.3282455436
964	0.3280819367
965	0.3279437515
966	0.3275649832
967	0.3273749682
968	0.3271606936
969	0.3270022629
970	0.3268853186
971	0.3267151183
972	0.3265828517
973	0.3265152154
974	0.325958879
975	0.3257815372
976	0.3255760636
977	0.3253152283
978	0.3250948637
979	0.3247938165
980	0.324774991
981	0.3244472519
982	0.3241835267
983	0.3241383813
984	0.3239595034
985	0.3237155555
986	0.3235408217
987	0.3235232759
988	0.3233248277
989	0.3233148
990	0.3229498972
991	0.3226953899
992	0.3226863507
993	0.3223721528
994	0.3219200898
995	0.3216964978
996	0.3214589626
997	0.3213009467
998	0.3209984833
999	0.3207962287
